amount,status_code,error_count,request_count,response_time_ms,transactions_last_1min,avg_amount_last_5min,failure_rate,hour_of_day,is_anomaly
13820.13,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
150223.05,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
33600.89,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
13706.96,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3207975.34,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2428.98,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
3472164.45,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
44225.2,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
19912.8,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1856.66,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2775888.64,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
7052.59,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
28798.45,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
20947.18,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1152.14,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2620.51,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
31232.6,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2602717.99,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2068.18,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
10733.47,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1262.23,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1977.71,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
6889.03,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
31221.49,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2250.47,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
47682.2,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
666.58,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
784694.03,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
11586.15,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
4141.0,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1948.13,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
33292.62,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
172724.77,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
25004.33,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1180729.58,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2362.99,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1504314.91,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1002.82,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
145536.14,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1545990.47,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
7068.08,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
7370524.75,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
6003.79,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
150806.01,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
135919.03,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1736.6,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1648986.88,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
141462.04,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
156134.86,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
16723.44,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1961899.19,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2116183.69,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2705968.48,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
28953.52,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
50130.22,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1474.97,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
18962.2,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1404.51,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
34332.42,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1416.07,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
148112.68,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
3079.44,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
13237.08,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
4560370.85,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
879617.84,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1284556.52,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
853356.87,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1758.7,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2566.58,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
20283.16,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
15038.19,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
6786.0,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
17904.96,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1281.55,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
3128.32,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
132335.1,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
21556.82,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1182518.95,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2674532.66,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
3045.9,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2529511.57,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
31579.44,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
809534.72,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
891.23,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
24623.23,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
18694.16,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
24236.14,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2339216.21,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
130204.87,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
6868.27,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
21638.92,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
20905.3,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
46900.47,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
143415.28,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
22795.27,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1892.88,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
36634.45,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
11538.96,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
28441.25,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
915768.14,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
933738.08,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
144508.07,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
989.44,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
717025.27,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2743.47,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
989.56,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
11447.51,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1558.81,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2553.26,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
86719.1,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
31162.45,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2499173.81,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2550.28,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
43353.82,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
705.83,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
679.79,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2051082.93,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
3281787.42,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2209.24,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2331.41,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1180071.59,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1446144.82,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
17107.29,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
69170.38,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
89239.33,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
147802.67,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
34955.93,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1365.09,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
28387.15,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
54214.49,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
57997.02,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
28072.18,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1191929.59,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
3293.07,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2379.92,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1869.38,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
31814.69,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
81398.47,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
150267.85,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
890338.78,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
48590.9,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
48640.84,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
31272.32,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
10159.29,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
26160.9,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
76812.38,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1410.92,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
5570500.06,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
53539.05,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1426.76,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
42803.78,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
10633.98,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
18068.58,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3232.01,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
31621.47,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1227452.63,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
6631.18,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
965969.35,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
33987.5,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2545.95,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
5558.34,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
30042.65,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2487972.65,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1066390.06,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
34785.31,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3289.2,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
51589.04,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
27285.44,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
6295317.35,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
4555.36,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3228.55,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1647717.02,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1400.33,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
139112.8,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2721137.55,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
853637.67,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
10019.25,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
7128855.05,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
155151.18,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1008058.03,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
142057.17,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
167458.77,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
10915.02,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1058.36,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2187.25,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
12993.1,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
129697.96,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
46621.95,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
19013.77,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2371.01,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
36510.59,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
25432.27,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
32726.95,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1316411.66,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2085.9,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
43781.36,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2283291.28,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
851589.62,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
71884.94,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
11824.51,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
85654.45,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1916085.57,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
42855.41,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
6986853.6,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1606.98,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2628290.85,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
24011.63,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
141026.67,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
10116.09,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
147194.18,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
15214.83,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1226206.46,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
21060.02,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
12177.91,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
14830.22,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
12466.43,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
726102.04,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
10913.15,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
34916.61,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
158560.1,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
42057.63,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
19793.24,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
14386.41,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1501.31,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
29723.0,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
145824.78,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1319.93,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2142.42,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
36820.38,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
937545.56,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1008.44,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
149401.7,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1447049.04,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
16799.68,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2632.5,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
25787.52,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
154629.6,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1671.18,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
47388.02,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1425449.05,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1766.25,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
798189.41,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
5540.86,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1715097.34,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
28167.83,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1574269.74,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1918723.16,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
10607.75,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
768058.75,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1952334.42,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1272.25,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
27906.83,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2080908.72,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1082413.34,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
5073.79,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
11517.23,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1196339.96,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
5074945.81,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1874.21,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1421.08,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
3790.12,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
139583.8,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1010635.97,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1397.53,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
3529.42,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
15166.81,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
13507.15,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1129270.59,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1293.31,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2558603.23,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
47257.31,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
71604.08,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1620.93,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
5681055.25,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
934540.37,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2142.33,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
832687.97,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
2132.03,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
10079.97,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2436491.79,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1932.74,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
47111.5,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
28338.72,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
13364.01,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1497.5,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
2732467.79,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
150124.89,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
20463.84,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
981.06,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2502.25,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
52990.66,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2877.85,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
54987.22,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
2049338.42,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
691593.75,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
1019844.24,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
11164.53,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
71706.69,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
1686983.05,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,1
1928.8,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
25379.28,0,3,50,800,25,528037.5822263868,0.2571214392803598,12,1
55847.78,1,0,15,120,5,528037.5822263868,0.2571214392803598,12,0
